reference_package	reference_version	reference_architecture	source	source_version	target_package	target_architecture	disposition	match_reason	candidate_version	candidate_sha256	repository_filename
apt-utils	2.2.4	amd64	apt	2.2.4	apt-utils	arm64	native-arm64	exact-binary-and-source-version	2.2.4	80368bc75bab25f5dfb79d9666224c4d71b08062c22cc00a54d0c63bc7f4149e	80368bc75bab25f5dfb79d9666224c4d71b08062c22cc00a54d0c63bc7f4149e-apt-utils_2.2.4_arm64.deb
aptitude	0.8.13-3	amd64	aptitude	0.8.13-3	aptitude	arm64	native-arm64	exact-binary-and-source-version	0.8.13-3	301fe0b3695cd4afcd2268aac87d1fd94b2b06ad318f4d89af533d7817c311fb	301fe0b3695cd4afcd2268aac87d1fd94b2b06ad318f4d89af533d7817c311fb-aptitude_0.8.13-3_arm64.deb
aptitude-common	0.8.13-3	all	aptitude	0.8.13-3	aptitude-common	all	reuse-all	exact-binary-and-source-version	0.8.13-3	f7a9e6d24cb2000edd0255f2c987b070a6cc1de499c635c3b06276cd9494fbbf	f7a9e6d24cb2000edd0255f2c987b070a6cc1de499c635c3b06276cd9494fbbf-aptitude-common_0.8.13-3_all.deb
arc-icon-theme	20161113+grm3u1	all	arc-icon-theme	20161113+grm3u1	arc-icon-theme	all	reuse-all	exact-binary-and-source-version	20161113+grm3u1	8a81d99d8ff6e52ae571b7ea81c3d6a67c8046875fc3081f92822b57abcaa66b	8a81d99d8ff6e52ae571b7ea81c3d6a67c8046875fc3081f92822b57abcaa66b-arc-icon-theme_20161113+grm3u1_all.deb
arc-theme	20200513-1+grm2u1+han3u2	all	arc-theme	20200513-1+grm2u1+han3u2	arc-theme	all	reuse-all	exact-binary-and-source-version	20200513-1+grm2u1+han3u2	d3cb4db8be14780ad7c7b004fde13290a02d2bb471b15a341d69af932cd37623	d3cb4db8be14780ad7c7b004fde13290a02d2bb471b15a341d69af932cd37623-arc-theme_20200513-1+grm2u1+han3u2_all.deb
arp-scan	1.9.7-2	amd64	arp-scan	1.9.7-2	arp-scan	arm64	native-arm64	exact-binary-and-source-version	1.9.7-2	9270f91b7512a2ceb9283171142460cb650bf5ffe69349c7944c0c8be5a9a1dc	9270f91b7512a2ceb9283171142460cb650bf5ffe69349c7944c0c8be5a9a1dc-arp-scan_1.9.7-2_arm64.deb
at-spi2-core	2.38.0-4+deb11u1	amd64	at-spi2-core	2.38.0-4+deb11u1	at-spi2-core	arm64	native-arm64	exact-binary-and-source-version	2.38.0-4+deb11u1	f63bec45df839d8ae273a580ad81632dd272199cd825579a542f017b4ed2688b	f63bec45df839d8ae273a580ad81632dd272199cd825579a542f017b4ed2688b-at-spi2-core_2.38.0-4+deb11u1_arm64.deb
attr	1:2.4.48-6	amd64	attr	1:2.4.48-6	attr	arm64	native-arm64	exact-binary-and-source-version	1:2.4.48-6	2b4df5a0a6b7bc909c6a3113f533a6993a441a0f4b039d1826202bfafa30efbe	2b4df5a0a6b7bc909c6a3113f533a6993a441a0f4b039d1826202bfafa30efbe-attr_1%3a2.4.48-6_arm64.deb
ayatana-indicator-application	0.8.0-1	amd64	ayatana-indicator-application	0.8.0-1	ayatana-indicator-application	arm64	native-arm64	exact-binary-and-source-version	0.8.0-1	3bc84cc881b17c297fb83316d49710b0b2b19de8cb6b33ab46ebbd747bb4fea5	3bc84cc881b17c297fb83316d49710b0b2b19de8cb6b33ab46ebbd747bb4fea5-ayatana-indicator-application_0.8.0-1_arm64.deb
ayatana-indicator-common	0.8.4-1+deb11u2	all	libayatana-indicator	0.8.4-1+deb11u2	ayatana-indicator-common	all	reuse-all	exact-binary-and-source-version	0.8.4-1+deb11u2	cce64f97bf89a0216be8bbe8d1d7a9ba14c74a2c6f0a1a6768e9a3341d97d290	cce64f97bf89a0216be8bbe8d1d7a9ba14c74a2c6f0a1a6768e9a3341d97d290-ayatana-indicator-common_0.8.4-1+deb11u2_all.deb
base-files	11.1+deb11u7	amd64	base-files	11.1+deb11u7	base-files	arm64	native-arm64	exact-binary-and-source-version	11.1+deb11u7	f2c290240d468063e00305ef712a2c03163b0a9a741c3a4c774e169b92670a75	f2c290240d468063e00305ef712a2c03163b0a9a741c3a4c774e169b92670a75-base-files_11.1+deb11u7_arm64.deb
base-passwd	3.5.51	amd64	base-passwd	3.5.51	base-passwd	arm64	native-arm64	exact-binary-and-source-version	3.5.51	443aac2b10f27616f6f9622e4b85aea0232ce1569abc3a8cc55dfd36ea9bee67	443aac2b10f27616f6f9622e4b85aea0232ce1569abc3a8cc55dfd36ea9bee67-base-passwd_3.5.51_arm64.deb
bash	5.1-2+deb11u1	amd64	bash	5.1-2+deb11u1	bash	arm64	native-arm64	exact-binary-and-source-version	5.1-2+deb11u1	d7c7af5d86f43a885069408a89788f67f248e8124c682bb73936f33874e0611b	d7c7af5d86f43a885069408a89788f67f248e8124c682bb73936f33874e0611b-bash_5.1-2+deb11u1_arm64.deb
bash-completion	1:2.11-2	all	bash-completion	1:2.11-2	bash-completion	all	reuse-all	exact-binary-and-source-version	1:2.11-2	74804ac370bc9895101a9636fa09b99c9415624bd35d6d9fb46cb8de9b0775a7	74804ac370bc9895101a9636fa09b99c9415624bd35d6d9fb46cb8de9b0775a7-bash-completion_1%3a2.11-2_all.deb
bc	1.07.1-2+b2	amd64	bc	1.07.1-2	bc	arm64	native-arm64	exact-binary-and-source-version	1.07.1-2+b2	bc7da8e547ea6407363e3266b7f943ea53ac6433fe18c4da513686ba230a24b8	bc7da8e547ea6407363e3266b7f943ea53ac6433fe18c4da513686ba230a24b8-bc_1.07.1-2+b2_arm64.deb
binutils	2.35.2-2	amd64	binutils	2.35.2-2	binutils	arm64	native-arm64	exact-binary-and-source-version	2.35.2-2	0ba499b4ca7fbdcce3fcfce7a5c1fdbd1f7b7b691cf70cfed85e584a9af6ade1	0ba499b4ca7fbdcce3fcfce7a5c1fdbd1f7b7b691cf70cfed85e584a9af6ade1-binutils_2.35.2-2_arm64.deb
binutils-common	2.35.2-2	amd64	binutils	2.35.2-2	binutils-common	arm64	native-arm64	exact-binary-and-source-version	2.35.2-2	89986c385cd6c0d3adc34d2a03e6c215369222413f556c2dca3a423d8027be8e	89986c385cd6c0d3adc34d2a03e6c215369222413f556c2dca3a423d8027be8e-binutils-common_2.35.2-2_arm64.deb
binutils-x86-64-linux-gnu	2.35.2-2	amd64	binutils	2.35.2-2	binutils-aarch64-linux-gnu	arm64	arch-replace	exact-binary-and-source-version	2.35.2-2	53e2714179d1334b66e3e6b046fb035c0f24d9e276e5606493ac26e5a4a84446	53e2714179d1334b66e3e6b046fb035c0f24d9e276e5606493ac26e5a4a84446-binutils-aarch64-linux-gnu_2.35.2-2_arm64.deb
bluez	5.55-3.1	amd64	bluez	5.55-3.1	bluez	arm64	native-arm64	exact-binary-and-source-version	5.55-3.1	a6fd736d1b58cd86014d86b5ed35cc07072acf40612f02492fa853702f31e6e8	a6fd736d1b58cd86014d86b5ed35cc07072acf40612f02492fa853702f31e6e8-bluez_5.55-3.1_arm64.deb
bluez-obexd	5.55-3.1	amd64	bluez	5.55-3.1	bluez-obexd	arm64	native-arm64	exact-binary-and-source-version	5.55-3.1	4cd75c6ca7114161f0cfd22a97d0b2a2e91878b16398a54eb02db166ee228213	4cd75c6ca7114161f0cfd22a97d0b2a2e91878b16398a54eb02db166ee228213-bluez-obexd_5.55-3.1_arm64.deb
bsdextrautils	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	bsdextrautils	arm64	native-arm64	exact-binary-and-source-version	2.36.1-8+deb11u1	6d16789dae43c388f85660982a10e7400cef49609728a7fdbf3a5859cbd1986d	6d16789dae43c388f85660982a10e7400cef49609728a7fdbf3a5859cbd1986d-bsdextrautils_2.36.1-8+deb11u1_arm64.deb
bsdutils	1:2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	bsdutils	arm64	native-arm64	exact-binary-and-source-version	1:2.36.1-8+deb11u1	7e035953da412a2d0c4886b72621fbbb64f582b22f7cb549b66916cab11a1b4c	7e035953da412a2d0c4886b72621fbbb64f582b22f7cb549b66916cab11a1b4c-bsdutils_1%3a2.36.1-8+deb11u1_arm64.deb
bubblewrap	0.4.1-3	amd64	bubblewrap	0.4.1-3	bubblewrap	arm64	native-arm64	exact-binary-and-source-version	0.4.1-3	a8c8e2046b4083f9a661bcf6148d4fae7dac5f24379d4259c6271bcb7520bf32	a8c8e2046b4083f9a661bcf6148d4fae7dac5f24379d4259c6271bcb7520bf32-bubblewrap_0.4.1-3_arm64.deb
busybox	1:1.30.1-6+b3	amd64	busybox	1:1.30.1-6	busybox	arm64	native-arm64	exact-binary-and-source-version	1:1.30.1-6+b3	718b89ad26a1416c344ccdd9392cf0d00991d43ae0885b8746767b3b85bfc95a	718b89ad26a1416c344ccdd9392cf0d00991d43ae0885b8746767b3b85bfc95a-busybox_1%3a1.30.1-6+b3_arm64.deb
bzip2	1.0.8-4	amd64	bzip2	1.0.8-4	bzip2	arm64	native-arm64	exact-binary-and-source-version	1.0.8-4	672b708d9be7dd8727550e4829d5020d476c18a8328eaa256217e7c20af5e5f0	672b708d9be7dd8727550e4829d5020d476c18a8328eaa256217e7c20af5e5f0-bzip2_1.0.8-4_arm64.deb
ca-certificates	20210119	all	ca-certificates	20210119	ca-certificates	all	reuse-all	exact-binary-and-source-version	20210119	b2d488ad4d8d8adb3ba319fc9cb2cf9909fc42cb82ad239a26c570a2e749c389	b2d488ad4d8d8adb3ba319fc9cb2cf9909fc42cb82ad239a26c570a2e749c389-ca-certificates_20210119_all.deb
celluloid	0.20-2+grm3u6	amd64	celluloid	0.20-2+grm3u6	celluloid	arm64	native-arm64	exact-binary-and-source-version	0.20-2+grm3u6	8dbb6443e6e101d7394d2458fcf9b3ae3e505cb36b2859224b4c96b4bbc117e9	8dbb6443e6e101d7394d2458fcf9b3ae3e505cb36b2859224b4c96b4bbc117e9-celluloid_0.20-2+grm3u6_arm64.deb
cheese-common	3.38.0-3	all	cheese	3.38.0-3	cheese-common	all	reuse-all	exact-binary-and-source-version	3.38.0-3	9e3f7206591ce7ae29690c5154c359bb806f8194ec73cfc4bf44fb637f8d4e0f	9e3f7206591ce7ae29690c5154c359bb806f8194ec73cfc4bf44fb637f8d4e0f-cheese-common_3.38.0-3_all.deb
colord	1.4.5-3	amd64	colord	1.4.5-3	colord	arm64	native-arm64	exact-binary-and-source-version	1.4.5-3	b7623ba7ae7b8cb7a5672d7eb61dbedde31c897ad94a1e0b1e81efb16d11e485	b7623ba7ae7b8cb7a5672d7eb61dbedde31c897ad94a1e0b1e81efb16d11e485-colord_1.4.5-3_arm64.deb
colord-data	1.4.5-3	all	colord	1.4.5-3	colord-data	all	reuse-all	exact-binary-and-source-version	1.4.5-3	0e7fd99cdc8e29441950d0aad8c6412421501849f298bfbfc0a6dc7a9b285143	0e7fd99cdc8e29441950d0aad8c6412421501849f298bfbfc0a6dc7a9b285143-colord-data_1.4.5-3_all.deb
console-setup	1.205	all	console-setup	1.205	console-setup	all	reuse-all	exact-binary-and-source-version	1.205	657c7eab48bb724a7cf80e29847f904764eef510e916793f4d3eb253f96de4a8	657c7eab48bb724a7cf80e29847f904764eef510e916793f4d3eb253f96de4a8-console-setup_1.205_all.deb
console-setup-linux	1.205	all	console-setup	1.205	console-setup-linux	all	reuse-all	exact-binary-and-source-version	1.205	5ebda9c0f5b5d030b5e28fa3a8c371be28bdee2bf8f3aebdd1f4302f16cec0e8	5ebda9c0f5b5d030b5e28fa3a8c371be28bdee2bf8f3aebdd1f4302f16cec0e8-console-setup-linux_1.205_all.deb
coreutils	8.32-4+b1	amd64	coreutils	8.32-4	coreutils	arm64	native-arm64	exact-source-version-architecture-binnmu	8.32-4	6210c84d6ff84b867dc430f661f22f536e1704c27bdb79de38e26f75b853d9c0	6210c84d6ff84b867dc430f661f22f536e1704c27bdb79de38e26f75b853d9c0-coreutils_8.32-4_arm64.deb
cpio	2.13+dfsg-4	amd64	cpio	2.13+dfsg-4	cpio	arm64	native-arm64	exact-binary-and-source-version	2.13+dfsg-4	72a362050158377ac9de12c62bcc4d874323b13072866286b588251f93e14eeb	72a362050158377ac9de12c62bcc4d874323b13072866286b588251f93e14eeb-cpio_2.13+dfsg-4_arm64.deb
cpp	4:10.2.1-1	amd64	gcc-defaults	1.190	cpp	arm64	native-arm64	exact-binary-and-source-version	4:10.2.1-1	4cacdf964d30a2724521a410108cafa6d21c28f934a3c4b3969d88db6086bcb9	4cacdf964d30a2724521a410108cafa6d21c28f934a3c4b3969d88db6086bcb9-cpp_4%3a10.2.1-1_arm64.deb
cpp-10	10.2.1-6	amd64	gcc-10	10.2.1-6	cpp-10	arm64	native-arm64	exact-binary-and-source-version	10.2.1-6	0a169c9df87dfc57b5a794a2a3eabc34234360231c0677157c4da74fba15e3b1	0a169c9df87dfc57b5a794a2a3eabc34234360231c0677157c4da74fba15e3b1-cpp-10_10.2.1-6_arm64.deb
cracklib-runtime	2.9.6-3.4	amd64	cracklib2	2.9.6-3.4	cracklib-runtime	arm64	native-arm64	exact-binary-and-source-version	2.9.6-3.4	481bbdb0f28f45532fb1bcae730c01d42da92671d594b7d4e23ef759f9e4e298	481bbdb0f28f45532fb1bcae730c01d42da92671d594b7d4e23ef759f9e4e298-cracklib-runtime_2.9.6-3.4_arm64.deb
cron	3.0pl1-137	amd64	cron	3.0pl1-137	cron	arm64	native-arm64	exact-binary-and-source-version	3.0pl1-137	3123c1127b598f26b03258a449f642a01d1c9a6c61280ba845b751985d2ad146	3123c1127b598f26b03258a449f642a01d1c9a6c61280ba845b751985d2ad146-cron_3.0pl1-137_arm64.deb
cups	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	cups	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	128575135c39fe6964a31cc9293de92f0dd98563e9dc7231f5fddd7ab79b77f3	128575135c39fe6964a31cc9293de92f0dd98563e9dc7231f5fddd7ab79b77f3-cups_2.3.3op2-3+deb11u2_arm64.deb
cups-browsed	1.28.7-1+deb11u2	amd64	cups-filters	1.28.7-1+deb11u2	cups-browsed	arm64	native-arm64	exact-binary-and-source-version	1.28.7-1+deb11u2	8c31043c4dd22d21b442af6fcd8e9b8707dfe7606e17657210a69e3df12c5cf7	8c31043c4dd22d21b442af6fcd8e9b8707dfe7606e17657210a69e3df12c5cf7-cups-browsed_1.28.7-1+deb11u2_arm64.deb
cups-client	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	cups-client	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	33445f3f7b11f174b35660a834278a7a481c87642e69c6bf242af5532deb476c	33445f3f7b11f174b35660a834278a7a481c87642e69c6bf242af5532deb476c-cups-client_2.3.3op2-3+deb11u2_arm64.deb
cups-common	2.3.3op2-3+deb11u2	all	cups	2.3.3op2-3+deb11u2	cups-common	all	reuse-all	exact-binary-and-source-version	2.3.3op2-3+deb11u2	059de9307d51dbf08aebaf850fd273016d6859b6938921fab07dbbb0536b238e	059de9307d51dbf08aebaf850fd273016d6859b6938921fab07dbbb0536b238e-cups-common_2.3.3op2-3+deb11u2_all.deb
cups-core-drivers	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	cups-core-drivers	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	6171d2da6ec6c165e024d218ddeb9cdda0fba9ecf075835f9bab68aea5053079	6171d2da6ec6c165e024d218ddeb9cdda0fba9ecf075835f9bab68aea5053079-cups-core-drivers_2.3.3op2-3+deb11u2_arm64.deb
cups-daemon	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	cups-daemon	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	b8ebfe57e8d0637b92d45e3005cc8b77a94b08e62c8c3c70036979b7ba9a9fbe	b8ebfe57e8d0637b92d45e3005cc8b77a94b08e62c8c3c70036979b7ba9a9fbe-cups-daemon_2.3.3op2-3+deb11u2_arm64.deb
cups-filters	1.28.7-1+deb11u2	amd64	cups-filters	1.28.7-1+deb11u2	cups-filters	arm64	native-arm64	exact-binary-and-source-version	1.28.7-1+deb11u2	21d709c7413f089095be1a2752d7ffab224482403af0a6c1d7d05ce66c00d873	21d709c7413f089095be1a2752d7ffab224482403af0a6c1d7d05ce66c00d873-cups-filters_1.28.7-1+deb11u2_arm64.deb
cups-filters-core-drivers	1.28.7-1+deb11u2	amd64	cups-filters	1.28.7-1+deb11u2	cups-filters-core-drivers	arm64	native-arm64	exact-binary-and-source-version	1.28.7-1+deb11u2	5282696a5deba11790f98c104504f98bd260f97d36b0099a6ee1618c080534af	5282696a5deba11790f98c104504f98bd260f97d36b0099a6ee1618c080534af-cups-filters-core-drivers_1.28.7-1+deb11u2_arm64.deb
cups-ipp-utils	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	cups-ipp-utils	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	d0feeecf0805bff5aa6f4b1c182b87594d95917d256c11ec45ae1311e0a42e3d	d0feeecf0805bff5aa6f4b1c182b87594d95917d256c11ec45ae1311e0a42e3d-cups-ipp-utils_2.3.3op2-3+deb11u2_arm64.deb
cups-pk-helper	0.2.6-1ubuntu3+grm3u1	amd64	cups-pk-helper	0.2.6-1ubuntu3+grm3u1	cups-pk-helper	arm64	native-arm64	exact-binary-and-source-version	0.2.6-1ubuntu3+grm3u1	130a807302f7db8dd8eb9f97c6846f1b59f582f3663c9f176c061e9fa2fdafab	130a807302f7db8dd8eb9f97c6846f1b59f582f3663c9f176c061e9fa2fdafab-cups-pk-helper_0.2.6-1ubuntu3+grm3u1_arm64.deb
cups-ppdc	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	cups-ppdc	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	c4a6f485ed81467af0600f80766ef1f5cfa1f3a6bbd3ee6d6b45dd7f8d33ffc3	c4a6f485ed81467af0600f80766ef1f5cfa1f3a6bbd3ee6d6b45dd7f8d33ffc3-cups-ppdc_2.3.3op2-3+deb11u2_arm64.deb
cups-server-common	2.3.3op2-3+deb11u2	all	cups	2.3.3op2-3+deb11u2	cups-server-common	all	reuse-all	exact-binary-and-source-version	2.3.3op2-3+deb11u2	abb1e40f2e0eecfa306b303eab446f4627a80722e7f1cf463513696aa6d6ac8f	abb1e40f2e0eecfa306b303eab446f4627a80722e7f1cf463513696aa6d6ac8f-cups-server-common_2.3.3op2-3+deb11u2_all.deb
curl	7.74.0-1.3+deb11u7	amd64	curl	7.74.0-1.3+deb11u7	curl	arm64	native-arm64	exact-binary-and-source-version	7.74.0-1.3+deb11u7	2a4b73b1d4bc2d8c52018b421a828353253e8690855fb86da28d766a47e93083	2a4b73b1d4bc2d8c52018b421a828353253e8690855fb86da28d766a47e93083-curl_7.74.0-1.3+deb11u7_arm64.deb
dash	0.5.11+git20200708+dd9ef66-5	amd64	dash	0.5.11+git20200708+dd9ef66-5	dash	arm64	native-arm64	exact-binary-and-source-version	0.5.11+git20200708+dd9ef66-5	542980a48d96c1124a9664cae06dbb8b813417daa1de1b6ed4cb49e0766da932	542980a48d96c1124a9664cae06dbb8b813417daa1de1b6ed4cb49e0766da932-dash_0.5.11+git20200708+dd9ef66-5_arm64.deb
davfs2	1.6.0-1	amd64	davfs2	1.6.0-1	davfs2	arm64	native-arm64	exact-binary-and-source-version	1.6.0-1	8a7c55768776bea1bdb773f31bc9da88430bb6128da749975c3fef56f94af190	8a7c55768776bea1bdb773f31bc9da88430bb6128da749975c3fef56f94af190-davfs2_1.6.0-1_arm64.deb
dbus	1.12.24-0+deb11u1	amd64	dbus	1.12.24-0+deb11u1	dbus	arm64	native-arm64	exact-binary-and-source-version	1.12.24-0+deb11u1	3bbc7823b06993c0022a47d12e37b17ec45d95f2f8301010813ae54980a4ae3a	3bbc7823b06993c0022a47d12e37b17ec45d95f2f8301010813ae54980a4ae3a-dbus_1.12.24-0+deb11u1_arm64.deb
dbus-user-session	1.12.24-0+deb11u1	amd64	dbus	1.12.24-0+deb11u1	dbus-user-session	arm64	native-arm64	exact-binary-and-source-version	1.12.24-0+deb11u1	7838d91999c617aa2bf47ecac32e8c4e2bfdc56a618d8f6fe33a36f9e272ea87	7838d91999c617aa2bf47ecac32e8c4e2bfdc56a618d8f6fe33a36f9e272ea87-dbus-user-session_1.12.24-0+deb11u1_arm64.deb
dbus-x11	1.12.24-0+deb11u1	amd64	dbus	1.12.24-0+deb11u1	dbus-x11	arm64	native-arm64	exact-binary-and-source-version	1.12.24-0+deb11u1	a502032518f869f8a74f4ca0b255791b1d72fd81b123b522c580051045a28a31	a502032518f869f8a74f4ca0b255791b1d72fd81b123b522c580051045a28a31-dbus-x11_1.12.24-0+deb11u1_arm64.deb
dc	1.07.1-2+b2	amd64	bc	1.07.1-2	dc	arm64	native-arm64	exact-binary-and-source-version	1.07.1-2+b2	2bdb4c67cbc605148c3ca48b6e9ca99722d40db17f19066e69fce550744e1f23	2bdb4c67cbc605148c3ca48b6e9ca99722d40db17f19066e69fce550744e1f23-dc_1.07.1-2+b2_arm64.deb
dconf-gsettings-backend	0.38.0-2	amd64	dconf	0.38.0-2	dconf-gsettings-backend	arm64	native-arm64	exact-binary-and-source-version	0.38.0-2	8d1df67abd7bca93f361ca26f5bb70821c91b5c4d5924941fef524f76fc6d473	8d1df67abd7bca93f361ca26f5bb70821c91b5c4d5924941fef524f76fc6d473-dconf-gsettings-backend_0.38.0-2_arm64.deb
dconf-service	0.38.0-2	amd64	dconf	0.38.0-2	dconf-service	arm64	native-arm64	exact-binary-and-source-version	0.38.0-2	b76a7d724cc9f18f91cc22aff58afcb090cc7a28ec9b9a21cdd1aa069c7a4cef	b76a7d724cc9f18f91cc22aff58afcb090cc7a28ec9b9a21cdd1aa069c7a4cef-dconf-service_0.38.0-2_arm64.deb
dctrl-tools	2.24-3+b1	amd64	dctrl-tools	2.24-3	dctrl-tools	arm64	native-arm64	exact-source-version-architecture-binnmu	2.24-3	1c16fc6d29e6805faf73bf83f2a95ff482ae8cdda6216c1cba9f71cc71b0761a	1c16fc6d29e6805faf73bf83f2a95ff482ae8cdda6216c1cba9f71cc71b0761a-dctrl-tools_2.24-3_arm64.deb
debconf	1.5.77	all	debconf	1.5.77	debconf	all	reuse-all	exact-binary-and-source-version	1.5.77	d9ee4dff77aaad12674eed3ccefdcccd332424c9e2ac2ac00a37a1e06c84ab70	d9ee4dff77aaad12674eed3ccefdcccd332424c9e2ac2ac00a37a1e06c84ab70-debconf_1.5.77_all.deb
debconf-i18n	1.5.77	all	debconf	1.5.77	debconf-i18n	all	reuse-all	exact-binary-and-source-version	1.5.77	c7f3cacab4514637e1bf0cfd9a4f064c123ece663dc44dcf81f21a8014b5ec2a	c7f3cacab4514637e1bf0cfd9a4f064c123ece663dc44dcf81f21a8014b5ec2a-debconf-i18n_1.5.77_all.deb
debian-archive-keyring	2021.1.1+deb11u1	all	debian-archive-keyring	2021.1.1+deb11u1	debian-archive-keyring	all	reuse-all	exact-binary-and-source-version	2021.1.1+deb11u1	28ca7749ab7978f3c571732c3aa1c56e3ad1d5db3c915293763d4f6cb8fcce89	28ca7749ab7978f3c571732c3aa1c56e3ad1d5db3c915293763d4f6cb8fcce89-debian-archive-keyring_2021.1.1+deb11u1_all.deb
debian-system-adjustments	3.2.1+grm3u1	all	debian-system-adjustments	3.2.1+grm3u1	debian-system-adjustments	all	reuse-all	exact-binary-and-source-version	3.2.1+grm3u1	bc318d52c357424a312867b1800914b06976ed87e1cee177f581e266a2ef2cf7	bc318d52c357424a312867b1800914b06976ed87e1cee177f581e266a2ef2cf7-debian-system-adjustments_3.2.1+grm3u1_all.deb
debianutils	4.11.2	amd64	debianutils	4.11.2	debianutils	arm64	native-arm64	exact-binary-and-source-version	4.11.2	6543b2b1a61b4b7b4b55b4bd25162309d7d23d14d3303649aee84ad314c30e02	6543b2b1a61b4b7b4b55b4bd25162309d7d23d14d3303649aee84ad314c30e02-debianutils_4.11.2_arm64.deb
desktop-base	11.0.3	all	desktop-base	11.0.3	desktop-base	all	reuse-all	exact-binary-and-source-version	11.0.3	96082921777be7e759fcb31734e245eefab92c31a513e60189df44bf5fe72797	96082921777be7e759fcb31734e245eefab92c31a513e60189df44bf5fe72797-desktop-base_11.0.3_all.deb
desktop-file-utils	0.26-1	amd64	desktop-file-utils	0.26-1	desktop-file-utils	arm64	native-arm64	exact-binary-and-source-version	0.26-1	7ea8b4b687a75e46124b0f3664322fc94b0215fe4e7fc88e8f09941771295687	7ea8b4b687a75e46124b0f3664322fc94b0215fe4e7fc88e8f09941771295687-desktop-file-utils_0.26-1_arm64.deb
dictionaries-common	1.28.4	all	dictionaries-common	1.28.4	dictionaries-common	all	reuse-all	exact-binary-and-source-version	1.28.4	a23688ba0d725f8bf6996fa3f569f32a24089d971b64850c56e659de9cf4d34d	a23688ba0d725f8bf6996fa3f569f32a24089d971b64850c56e659de9cf4d34d-dictionaries-common_1.28.4_all.deb
diffutils	1:3.7-5	amd64	diffutils	1:3.7-5	diffutils	arm64	native-arm64	exact-binary-and-source-version	1:3.7-5	08b4003972540f79c29253b3f9c56cbe920b9c8fc8829ac1d7b34eb3d2a2f0a7	08b4003972540f79c29253b3f9c56cbe920b9c8fc8829ac1d7b34eb3d2a2f0a7-diffutils_1%3a3.7-5_arm64.deb
dirmngr	2.2.27-2+deb11u2	amd64	gnupg2	2.2.27-2+deb11u2	dirmngr	arm64	native-arm64	exact-binary-and-source-version	2.2.27-2+deb11u2	56572191255d48b541b13c2a9845755d22e52bfbe356919a91c722c5c1bbd60c	56572191255d48b541b13c2a9845755d22e52bfbe356919a91c722c5c1bbd60c-dirmngr_2.2.27-2+deb11u2_arm64.deb
distro-info-data	0.51+deb11u3	all	distro-info-data	0.51+deb11u3	distro-info-data	all	reuse-all	exact-binary-and-source-version	0.51+deb11u3	cd1452bf77ec5b6c6f3ccb65794bbb42258d1ef99ae2a067cb282a9d554d4f11	cd1452bf77ec5b6c6f3ccb65794bbb42258d1ef99ae2a067cb282a9d554d4f11-distro-info-data_0.51+deb11u3_all.deb
dmidecode	3.3-2	amd64	dmidecode	3.3-2	dmidecode	arm64	native-arm64	exact-binary-and-source-version	3.3-2	533433aefa334dd45299374b0bed20a0090a5188b6ab58f4f6bdd0bba0ca0a86	533433aefa334dd45299374b0bed20a0090a5188b6ab58f4f6bdd0bba0ca0a86-dmidecode_3.3-2_arm64.deb
dmsetup	2:1.02.175-2.1	amd64	lvm2	2.03.11-2.1	dmsetup	arm64	native-arm64	exact-binary-and-source-version	2:1.02.175-2.1	36c5e76cfff2be3275275d628a253b57313a240877bd1e3869836b43ccbc1bc8	36c5e76cfff2be3275275d628a253b57313a240877bd1e3869836b43ccbc1bc8-dmsetup_2%3a1.02.175-2.1_arm64.deb
dnsmasq-base	2.85-1	amd64	dnsmasq	2.85-1	dnsmasq-base	arm64	native-arm64	exact-binary-and-source-version	2.85-1	0066a638f691e16c03c1ef71294d47a0547d2e9cf3ecd698f4b011661881cd28	0066a638f691e16c03c1ef71294d47a0547d2e9cf3ecd698f4b011661881cd28-dnsmasq-base_2.85-1_arm64.deb
dosfstools	4.2-1	amd64	dosfstools	4.2-1	dosfstools	arm64	native-arm64	exact-binary-and-source-version	4.2-1	cf3b4e462dc49bd0652479085d376c33a6786771c538987560d7cf4e245df633	cf3b4e462dc49bd0652479085d376c33a6786771c538987560d7cf4e245df633-dosfstools_4.2-1_arm64.deb
