package	version	architecture	source	source_version	multi_arch	essential	priority	section	custom_candidate
perl-base	5.32.1-4+deb11u2	amd64	perl	5.32.1-4+deb11u2		yes	required	perl	False
perl-modules-5.32	5.32.1-4+deb11u2	all	perl	5.32.1-4+deb11u2	foreign	no	standard	libs	False
pinentry-curses	1.1.0-4	amd64	pinentry	1.1.0-4	foreign	no	optional	utils	False
pinentry-gnome3	1.1.0-4	amd64	pinentry	1.1.0-4	foreign	no	optional	utils	False
pkg-config	0.29.2-1	amd64	pkg-config	0.29.2-1	foreign	no	optional	devel	False
plymouth	0.9.5-3	amd64	plymouth	0.9.5-3		no	optional	misc	False
policykit-1	0.105-31+nDeb11u1+grm3u1	amd64	policykit-1	0.105-31+nDeb11u1+grm3u1	foreign	no	optional	admin	True
poppler-data	0.4.10-1	all	poppler-data	0.4.10-1	foreign	no	optional	misc	False
poppler-utils	20.09.0-3.1+deb11u1	amd64	poppler	20.09.0-3.1+deb11u1	foreign	no	optional	utils	False
printer-driver-all	0.20200223	all	printing-metas	0.20200223	foreign	no	optional	text	False
printer-driver-brlaser	6-1	amd64	brlaser	6-1		no	optional	text	False
printer-driver-c2050	0.3b-8	amd64	c2050	0.3b-8		no	optional	text	False
printer-driver-c2esp	27-8	amd64	c2esp	27-8		no	optional	text	False
printer-driver-cjet	0.8.9-8	amd64	cjet	0.8.9-8		no	optional	text	False
printer-driver-dymo	1.4.0-9	amd64	dymo-cups-drivers	1.4.0-9		no	optional	text	False
printer-driver-escpr	1.7.8-1	amd64	epson-inkjet-printer-escpr	1.7.8-1		no	optional	text	False
printer-driver-foo2zjs	20200505dfsg0-1	amd64	foo2zjs	20200505dfsg0-1		no	optional	text	False
printer-driver-foo2zjs-common	20200505dfsg0-1	all	foo2zjs	20200505dfsg0-1		no	optional	text	False
printer-driver-gutenprint	5.3.3-5	amd64	gutenprint	5.3.3-5		no	optional	graphics	False
printer-driver-hpcups	3.21.2+dfsg1-2	amd64	hplip	3.21.2+dfsg1-2		no	optional	text	False
printer-driver-hpijs	3.21.2+dfsg1-2	amd64	hplip	3.21.2+dfsg1-2		no	optional	text	False
printer-driver-m2300w	0.51-14	amd64	m2300w	0.51-14		no	optional	text	False
printer-driver-min12xxw	0.0.9-11	amd64	min12xxw	0.0.9-11		no	optional	text	False
printer-driver-pnm2ppa	1.13-10	amd64	pnm2ppa	1.13-10		no	optional	text	False
printer-driver-postscript-hp	3.21.2+dfsg1-2	amd64	hplip	3.21.2+dfsg1-2		no	optional	utils	False
printer-driver-ptouch	1.5.1-2	amd64	ptouch-driver	1.5.1-2		no	optional	text	False
printer-driver-pxljr	1.4+repack0-5	amd64	pxljr	1.4+repack0-5		no	optional	text	False
printer-driver-sag-gdi	0.1-7	all	rastertosag-gdi	0.1-7		no	optional	text	False
printer-driver-splix	2.0.0+svn315-7	amd64	splix	2.0.0+svn315-7		no	optional	text	False
procps	2:3.3.17-5	amd64	procps	2:3.3.17-5	foreign	no	important	admin	False
psmisc	23.4-2	amd64	psmisc	23.4-2	foreign	no	optional	admin	False
pulseaudio	14.2-2	amd64	pulseaudio	14.2-2	foreign	no	optional	sound	False
pulseaudio-module-bluetooth	14.2-2	amd64	pulseaudio	14.2-2		no	optional	sound	False
pulseaudio-utils	14.2-2	amd64	pulseaudio	14.2-2		no	optional	sound	False
python-apt-common	2.2.1	all	python-apt	2.2.1	foreign	no	optional	python	False
python2.7	2.7.18-8	amd64	python2.7	2.7.18-8	allowed	no	optional	python	False
python2.7-minimal	2.7.18-8	amd64	python2.7	2.7.18-8	allowed	no	optional	python	False
python3	3.9.2-3	amd64	python3-defaults	3.9.2-3	allowed	no	optional	python	False
python3-apt	2.2.1	amd64	python-apt	2.2.1	allowed	no	optional	python	False
python3-cairo	1.16.2-4+b2	amd64	pycairo	1.16.2-4	same	no	optional	python	False
python3-certifi	2020.6.20-1	all	python-certifi	2020.6.20-1		no	optional	python	False
python3-cffi-backend	1.14.5-1	amd64	python-cffi	1.14.5-1	same	no	optional	python	False
python3-chardet	4.0.0-1	all	chardet	4.0.0-1	foreign	no	optional	python	False
python3-configobj	5.0.6-4	all	configobj	5.0.6-4		no	optional	python	False
python3-cryptography	3.3.2-1	amd64	python-cryptography	3.3.2-1		no	optional	python	False
python3-cups	2.0.1-4+b1	amd64	python-cups	2.0.1-4	same	no	optional	python	False
python3-cupshelpers	1.5.14-1+grm3u1	all	system-config-printer	1.5.14-1+grm3u1		no	optional	python	True
python3-dbus	1.2.16-5	amd64	dbus-python	1.2.16-5		no	optional	python	False
python3-debian	0.1.39	all	python-debian	0.1.39		no	optional	python	False
python3-distro	1.5.0-1	all	python-distro	1.5.0-1		no	optional	python	False
python3-distutils	3.9.2-1	all	python3-stdlib-extensions	3.9.2-1	foreign	no	optional	python	False
python3-dns	3.2.1-1	all	py3dns	3.2.1-1		no	optional	python	False
python3-gi	3.38.0-2	amd64	pygobject	3.38.0-2	allowed	no	optional	python	False
python3-gi-cairo	3.38.0-2	amd64	pygobject	3.38.0-2		no	optional	python	False
python3-gnupg	0.4.6-1	all	python-gnupg	0.4.6-1	foreign	no	optional	python	False
python3-httplib2	0.18.1-3	all	python-httplib2	0.18.1-3		no	optional	python	False
python3-idna	2.10-1	all	python-idna	2.10-1	foreign	no	optional	python	False
python3-iptables	1.0.0-1+b2	amd64	python-iptables	1.0.0-1		no	optional	python	False
python3-ldb	2:2.2.3-2~deb11u2	amd64	ldb	2:2.2.3-2~deb11u2		no	optional	python	False
python3-lib2to3	3.9.2-1	all	python3-stdlib-extensions	3.9.2-1	foreign	no	optional	python	False
python3-minimal	3.9.2-3	amd64	python3-defaults	3.9.2-3	allowed	no	optional	python	False
python3-netifaces	0.10.9-0.2+b3	amd64	netifaces	0.10.9-0.2		no	optional	python	False
python3-numpy	1:1.19.5-1	amd64	numpy	1:1.19.5-1		no	optional	python	False
python3-openssl	20.0.1-1	all	pyopenssl	20.0.1-1		no	optional	python	False
python3-parted	3.11.7-0.1+b1	amd64	pyparted	3.11.7-0.1		no	optional	python	False
python3-pil	8.1.2+dfsg-0.3+deb11u1	amd64	pillow	8.1.2+dfsg-0.3+deb11u1	same	no	optional	python	False
python3-pkg-resources	52.0.0-4	all	setuptools	52.0.0-4	foreign	no	optional	python	False
python3-psutil	5.8.0-1	amd64	python-psutil	5.8.0-1		no	optional	python	False
python3-pwquality	1.4.4-1	amd64	libpwquality	1.4.4-1	same	no	optional	python	False
python3-pyinotify	0.9.6-1.3	all	pyinotify	0.9.6-1.3		no	optional	python	False
python3-pyqt5	5.15.2+dfsg-3	amd64	pyqt5	5.15.2+dfsg-3		no	optional	python	False
python3-pyqt5.sip	12.8.1-1+b2	amd64	pyqt5-sip	12.8.1-1		no	optional	python	False
python3-pyudev	0.22.0-2	all	pyudev	0.22.0-2		no	optional	python	False
python3-requests	2.25.1+dfsg-2	all	requests	2.25.1+dfsg-2		no	optional	python	False
python3-simplejson	3.17.2-1	amd64	simplejson	3.17.2-1		no	optional	python	False
python3-six	1.16.0-2	all	six	1.16.0-2	foreign	no	optional	python	False
python3-systemd	234-3+b4	amd64	python-systemd	234-3		no	optional	python	False
python3-talloc	2.3.1-2+b1	amd64	talloc	2.3.1-2	same	no	optional	python	False
python3-urllib3	1.26.5-1~exp1	all	python-urllib3	1.26.5-1~exp1		no	optional	python	False
python3-xdg	0.27-2	all	pyxdg	0.27-2		no	optional	python	False
python3-xlib	0.29-1	all	python-xlib	0.29-1		no	optional	python	False
python3-zeitgeist	1.0.3-4	all	zeitgeist	1.0.3-4		no	optional	python	False
python3.9	3.9.2-1	amd64	python3.9	3.9.2-1	allowed	no	optional	python	False
python3.9-minimal	3.9.2-1	amd64	python3.9	3.9.2-1	allowed	no	optional	python	False
readline-common	8.1-1	all	readline	8.1-1	foreign	no	important	utils	False
rsync	3.2.3-4+deb11u1	amd64	rsync	3.2.3-4+deb11u1	foreign	no	optional	net	False
rsyslog	8.2102.0-2+deb11u1	amd64	rsyslog	8.2102.0-2+deb11u1		no	important	admin	False
rygel	0.40.0-1	amd64	rygel	0.40.0-1		no	optional	net	False
samba-libs	2:4.13.13+dfsg-1~deb11u5	amd64	samba	2:4.13.13+dfsg-1~deb11u5	same	no	optional	libs	False
sed	4.7-1	amd64	sed	4.7-1	foreign	yes	required	utils	False
sensible-utils	0.0.14	all	sensible-utils	0.0.14	foreign	no	important	utils	False
shared-mime-info	2.0-1	amd64	shared-mime-info	2.0-1	foreign	no	optional	misc	False
sound-theme-freedesktop	0.8-2	all	sound-theme-freedesktop	0.8-2	foreign	no	optional	sound	False
ssl-cert	1.1.0+nmu1	all	ssl-cert	1.1.0+nmu1	foreign	no	optional	utils	False
startpar	0.64-3	amd64	startpar	0.64-3	foreign	no	optional	admin	False
streamer	3.107-1	amd64	xawtv	3.107-1		no	optional	video	False
sudo	1.9.5p2-3+deb11u1	amd64	sudo	1.9.5p2-3+deb11u1		no	optional	admin	False
synaptic	0.90.2+grm3u3	amd64	synaptic	0.90.2+grm3u3		no	optional	admin	True
system-config-printer	1.5.14-1+grm3u1	all	system-config-printer	1.5.14-1+grm3u1		no	optional	gnome	True
system-config-printer-common	1.5.14-1+grm3u1	all	system-config-printer	1.5.14-1+grm3u1		no	optional	gnome	True
systemd	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	foreign	no	important	admin	False
systemd-sysv	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	foreign	no	important	admin	False
systemd-timesyncd	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	foreign	no	standard	admin	False
sysv-rc	2.96-7+deb11u1	all	sysvinit	2.96-7+deb11u1	foreign	no	optional	admin	False
sysvinit-utils	2.96-7+deb11u1	amd64	sysvinit	2.96-7+deb11u1	foreign	yes	required	admin	False
tar	1.34+dfsg-1	amd64	tar	1.34+dfsg-1	foreign	yes	required	utils	False
tasksel	3.68+deb11u1	all	tasksel	3.68+deb11u1		no	optional	admin	False
tasksel-data	3.68+deb11u1	all	tasksel	3.68+deb11u1		no	important	admin	False
timgm6mb-soundfont	1.3-5	all	timgm6mb-soundfont	1.3-5	foreign	no	optional	sound	False
tracker	2.3.6-2	amd64	tracker	2.3.6-2		no	optional	utils	False
tracker-extract	2.3.5-2.1	amd64	tracker-miners	2.3.5-2.1		no	optional	utils	False
tracker-miner-fs	2.3.5-2.1	amd64	tracker-miners	2.3.5-2.1		no	optional	utils	False
tumbler	4.16.0-1	amd64	tumbler	4.16.0-1	same	no	optional	xfce	False
tumbler-common	4.16.0-1	all	tumbler	4.16.0-1	foreign	no	optional	xfce	False
tzdata	2021a-1+deb11u10	all	tzdata	2021a-1+deb11u10	foreign	no	required	localization	False
ucf	3.0043	all	ucf	3.0043	foreign	no	standard	utils	False
udev	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	foreign	no	important	admin	False
udisks2	2.9.2-2+deb11u1	amd64	udisks2	2.9.2-2+deb11u1	foreign	no	optional	admin	False
unzip	6.0-26+deb11u1	amd64	unzip	6.0-26+deb11u1	foreign	no	optional	utils	False
update-glx	1.2.1~deb11u1	amd64	glx-alternatives	1.2.1~deb11u1	foreign	no	optional	contrib/x11	False
upower	0.99.11-2	amd64	upower	0.99.11-2	foreign	no	optional	admin	False
usb.ids	2023.01.16-0+deb11u1	all	usb.ids	2023.01.16-0+deb11u1	foreign	no	optional	admin	False
user-setup	1.88	all	user-setup	1.88		no	optional	admin	False
util-linux	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	foreign	yes	required	utils	False
vim-common	2:8.2.2434-3+deb11u1	all	vim	2:8.2.2434-3+deb11u1	foreign	no	important	editors	False
vim-tiny	2:8.2.2434-3+deb11u1	amd64	vim	2:8.2.2434-3+deb11u1		no	important	editors	False
wget	1.21-1+deb11u1	amd64	wget	1.21-1+deb11u1	foreign	no	standard	web	False
whiptail	0.52.21-4+b3	amd64	newt	0.52.21-4	foreign	no	important	utils	False
wpasupplicant	2:2.9.0-21	amd64	wpa	2:2.9.0-21	foreign	no	optional	net	False
x11-apps	7.7+8	amd64	x11-apps	7.7+8		no	optional	x11	False
x11-common	1:7.7+22	all	xorg	1:7.7+22	foreign	no	optional	x11	False
x11-session-utils	7.7+4	amd64	x11-session-utils	7.7+4		no	optional	x11	False
x11-utils	7.7+5	amd64	x11-utils	7.7+5	foreign	no	optional	x11	False
x11-xkb-utils	7.7+5	amd64	x11-xkb-utils	7.7+5	foreign	no	optional	x11	False
x11-xserver-utils	7.7+8	amd64	x11-xserver-utils	7.7+8		no	optional	x11	False
xauth	1:1.1-1	amd64	xauth	1:1.1-1	foreign	no	optional	x11	False
xawtv-plugins	3.107-1	amd64	xawtv	3.107-1		no	optional	video	False
xbase-clients	1:7.7+22	all	xorg	1:7.7+22		no	optional	x11	False
xdg-dbus-proxy	0.1.2-2	amd64	xdg-dbus-proxy	0.1.2-2	foreign	no	optional	admin	False
xdg-desktop-portal	1.8.1-1	amd64	xdg-desktop-portal	1.8.1-1	foreign	no	optional	admin	False
xdg-desktop-portal-gtk	1.8.0-1	amd64	xdg-desktop-portal-gtk	1.8.0-1	foreign	no	optional	gnome	False
xdg-user-dirs	0.17-2	amd64	xdg-user-dirs	0.17-2	foreign	no	optional	utils	False
xdg-utils	1.1.3-4.1	all	xdg-utils	1.1.3-4.1	foreign	no	optional	utils	False
xfonts-encodings	1:1.0.4-2.1	all	xfonts-encodings	1:1.0.4-2.1	foreign	no	optional	x11	False
xfonts-utils	1:7.7+6	amd64	xfonts-utils	1:7.7+6	foreign	no	optional	x11	False
xinit	1.4.0-1	amd64	xinit	1.4.0-1		no	optional	x11	False
xkb-data	2.29-2	all	xkeyboard-config	2.29-2	foreign	no	optional	x11	False
xserver-common	2:1.20.11-1+deb11u6	all	xorg-server	2:1.20.11-1+deb11u6	foreign	no	optional	x11	False
xserver-xorg	1:7.7+22	amd64	xorg	1:7.7+22		no	optional	x11	False
xserver-xorg-core	2:1.20.11-1+deb11u6	amd64	xorg-server	2:1.20.11-1+deb11u6		no	optional	x11	False
xserver-xorg-input-all	1:7.7+22	amd64	xorg	1:7.7+22		no	optional	x11	False
xserver-xorg-input-libinput	0.30.0-1	amd64	xserver-xorg-input-libinput	0.30.0-1		no	optional	x11	False
xserver-xorg-input-wacom	0.34.99.1-1+b1	amd64	xf86-input-wacom	0.34.99.1-1		no	optional	x11	False
xserver-xorg-legacy	2:1.20.11-1+deb11u6	amd64	xorg-server	2:1.20.11-1+deb11u6		no	optional	x11	False
xserver-xorg-video-all	1:7.7+22	amd64	xorg	1:7.7+22		no	optional	x11	False
xserver-xorg-video-amdgpu	19.1.0-2	amd64	xserver-xorg-video-amdgpu	19.1.0-2		no	optional	x11	False
xserver-xorg-video-ati	1:19.1.0-2	amd64	xserver-xorg-video-ati	1:19.1.0-2		no	optional	x11	False
xserver-xorg-video-fbdev	1:0.5.0-1	amd64	xserver-xorg-video-fbdev	1:0.5.0-1		no	optional	x11	False
xserver-xorg-video-intel	2:2.99.917+git20200714-1+deb11u1	amd64	xserver-xorg-video-intel	2:2.99.917+git20200714-1+deb11u1		no	optional	x11	False
xserver-xorg-video-nouveau	1:1.0.17-1	amd64	xserver-xorg-video-nouveau	1:1.0.17-1		no	optional	x11	False
xserver-xorg-video-qxl	0.1.5+git20200331-1	amd64	xserver-xorg-video-qxl	0.1.5+git20200331-1		no	optional	x11	False
xserver-xorg-video-radeon	1:19.1.0-2	amd64	xserver-xorg-video-ati	1:19.1.0-2		no	optional	x11	False
xserver-xorg-video-vesa	1:2.5.0-1	amd64	xserver-xorg-video-vesa	1:2.5.0-1		no	optional	x11	False
xserver-xorg-video-vmware	1:13.3.0-3	amd64	xserver-xorg-video-vmware	1:13.3.0-3		no	optional	x11	False
xutils	1:7.7+22	all	xorg	1:7.7+22		no	optional	x11	False
xwayland	2:1.20.11-1+deb11u6	amd64	xorg-server	2:1.20.11-1+deb11u6		no	optional	x11	False
xxd	2:8.2.2434-3+deb11u1	amd64	vim	2:8.2.2434-3+deb11u1	foreign	no	optional	editors	False
xz-utils	5.2.5-2.1~deb11u1	amd64	xz-utils	5.2.5-2.1~deb11u1	foreign	no	standard	utils	False
yelp	3.38.3-1+han3u3	amd64	yelp	3.38.3-1+han3u3		no	optional	gnome	True
yelp-xsl	3.38.3-1	all	yelp-xsl	3.38.3-1	foreign	no	optional	gnome	False
zeitgeist	1.0.3-4	all	zeitgeist	1.0.3-4		no	optional	utils	False
zeitgeist-core	1.0.3-4	amd64	zeitgeist	1.0.3-4		no	optional	utils	False
zeitgeist-datahub	1.0.3-4	amd64	zeitgeist	1.0.3-4		no	optional	utils	False
zenity	3.32.0-6	amd64	zenity	3.32.0-6	foreign	no	optional	gnome	False
zenity-common	3.32.0-6	all	zenity	3.32.0-6	foreign	no	optional	gnome	False
zip	3.0-12	amd64	zip	3.0-12	foreign	no	optional	utils	False
zlib1g	1:1.2.11.dfsg-2+deb11u2	amd64	zlib	1:1.2.11.dfsg-2+deb11u2	same	no	optional	libs	False
