package	amd64_version	amd64_architecture	source	source_version	arm64_package	arm64_version	status	reason	selected
libclutter-gst-3.0-0	3.0.27-2	amd64	clutter-gst-3.0	3.0.27-2	libclutter-gst-3.0-0	3.0.27-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:c39b81bbe8782d90ceb0ab6e9a2f822ac1e7eac6f06f82d25eaf5edb81c4dde6"", ""architecture"": ""arm64"", ""download_filename"": ""libclutter-gst-3.0-0_3.0.27-2_arm64.deb"", ""filename"": ""pool/main/c/clutter-gst-3.0/libclutter-gst-3.0-0_3.0.27-2_arm64.deb"", ""package"": ""libclutter-gst-3.0-0"", ""sha256"": ""c39b81bbe8782d90ceb0ab6e9a2f822ac1e7eac6f06f82d25eaf5edb81c4dde6"", ""size"": 57000, ""source"": ""clutter-gst-3.0"", ""source_version"": ""3.0.27-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/clutter-gst-3.0/libclutter-gst-3.0-0_3.0.27-2_arm64.deb"", ""version"": ""3.0.27-2""}"
libclutter-gtk-1.0-0	1.8.4-4	amd64	clutter-gtk	1.8.4-4	libclutter-gtk-1.0-0	1.8.4-4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:7647bb76576189b38cc28ce9a66d81cf141363910dd839ac58f87cd044e98c69"", ""architecture"": ""arm64"", ""download_filename"": ""libclutter-gtk-1.0-0_1.8.4-4_arm64.deb"", ""filename"": ""pool/main/c/clutter-gtk/libclutter-gtk-1.0-0_1.8.4-4_arm64.deb"", ""package"": ""libclutter-gtk-1.0-0"", ""sha256"": ""7647bb76576189b38cc28ce9a66d81cf141363910dd839ac58f87cd044e98c69"", ""size"": 27372, ""source"": ""clutter-gtk"", ""source_version"": ""1.8.4-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/clutter-gtk/libclutter-gtk-1.0-0_1.8.4-4_arm64.deb"", ""version"": ""1.8.4-4""}"
libcodec2-0.9	0.9.2-4	amd64	codec2	0.9.2-4	libcodec2-0.9	0.9.2-4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:325c2106a587e3c054b31cf6ab8325f61a32f141eee2cea3f2eaa0423b3398d5"", ""architecture"": ""arm64"", ""download_filename"": ""libcodec2-0.9_0.9.2-4_arm64.deb"", ""filename"": ""pool/main/c/codec2/libcodec2-0.9_0.9.2-4_arm64.deb"", ""package"": ""libcodec2-0.9"", ""sha256"": ""325c2106a587e3c054b31cf6ab8325f61a32f141eee2cea3f2eaa0423b3398d5"", ""size"": 7879272, ""source"": ""codec2"", ""source_version"": ""0.9.2-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/codec2/libcodec2-0.9_0.9.2-4_arm64.deb"", ""version"": ""0.9.2-4""}"
libcogl-pango20	1.22.8-2	amd64	cogl	1.22.8-2	libcogl-pango20	1.22.8-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:78bd0bbf857a2e72ea29eb9dd6c21471dc21fbde66cef8fe993c6f29a87113cd"", ""architecture"": ""arm64"", ""download_filename"": ""libcogl-pango20_1.22.8-2_arm64.deb"", ""filename"": ""pool/main/c/cogl/libcogl-pango20_1.22.8-2_arm64.deb"", ""package"": ""libcogl-pango20"", ""sha256"": ""78bd0bbf857a2e72ea29eb9dd6c21471dc21fbde66cef8fe993c6f29a87113cd"", ""size"": 22992, ""source"": ""cogl"", ""source_version"": ""1.22.8-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cogl/libcogl-pango20_1.22.8-2_arm64.deb"", ""version"": ""1.22.8-2""}"
libcogl-path20	1.22.8-2	amd64	cogl	1.22.8-2	libcogl-path20	1.22.8-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:b79c5b8bd9bced86f6de04e44301a954ed3f1830ca7489ec27dfe0889b0d47bb"", ""architecture"": ""arm64"", ""download_filename"": ""libcogl-path20_1.22.8-2_arm64.deb"", ""filename"": ""pool/main/c/cogl/libcogl-path20_1.22.8-2_arm64.deb"", ""package"": ""libcogl-path20"", ""sha256"": ""b79c5b8bd9bced86f6de04e44301a954ed3f1830ca7489ec27dfe0889b0d47bb"", ""size"": 36940, ""source"": ""cogl"", ""source_version"": ""1.22.8-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cogl/libcogl-path20_1.22.8-2_arm64.deb"", ""version"": ""1.22.8-2""}"
libcogl20	1.22.8-2	amd64	cogl	1.22.8-2	libcogl20	1.22.8-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:45cdb69e48c83953f8dd332d8cdb520599d64dd7f5a43458f8b64b91244b20f8"", ""architecture"": ""arm64"", ""download_filename"": ""libcogl20_1.22.8-2_arm64.deb"", ""filename"": ""pool/main/c/cogl/libcogl20_1.22.8-2_arm64.deb"", ""package"": ""libcogl20"", ""sha256"": ""45cdb69e48c83953f8dd332d8cdb520599d64dd7f5a43458f8b64b91244b20f8"", ""size"": 277208, ""source"": ""cogl"", ""source_version"": ""1.22.8-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cogl/libcogl20_1.22.8-2_arm64.deb"", ""version"": ""1.22.8-2""}"
libcolord-gtk1	0.1.26-2	amd64	colord-gtk	0.1.26-2	libcolord-gtk1	0.1.26-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f60497bbcc57473532eb8ab55953b107ff60a38e694bced9da5c42747bc70de8"", ""architecture"": ""arm64"", ""download_filename"": ""libcolord-gtk1_0.1.26-2_arm64.deb"", ""filename"": ""pool/main/c/colord-gtk/libcolord-gtk1_0.1.26-2_arm64.deb"", ""package"": ""libcolord-gtk1"", ""sha256"": ""f60497bbcc57473532eb8ab55953b107ff60a38e694bced9da5c42747bc70de8"", ""size"": 16176, ""source"": ""colord-gtk"", ""source_version"": ""0.1.26-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/colord-gtk/libcolord-gtk1_0.1.26-2_arm64.deb"", ""version"": ""0.1.26-2""}"
libcolord2	1.4.5-3	amd64	colord	1.4.5-3	libcolord2	1.4.5-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:6b0d8c1debb73d9d4a97f38804e46e384d28869c6d4458d5fe807d207eecf7a6"", ""architecture"": ""arm64"", ""download_filename"": ""libcolord2_1.4.5-3_arm64.deb"", ""filename"": ""pool/main/c/colord/libcolord2_1.4.5-3_arm64.deb"", ""package"": ""libcolord2"", ""sha256"": ""6b0d8c1debb73d9d4a97f38804e46e384d28869c6d4458d5fe807d207eecf7a6"", ""size"": 133604, ""source"": ""colord"", ""source_version"": ""1.4.5-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/colord/libcolord2_1.4.5-3_arm64.deb"", ""version"": ""1.4.5-3""}"
libcolorhug2	1.4.5-3	amd64	colord	1.4.5-3	libcolorhug2	1.4.5-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:2108ed8ea982c61806543350d29eecc82591a32a0d0a7479e9b4d8b117c1e938"", ""architecture"": ""arm64"", ""download_filename"": ""libcolorhug2_1.4.5-3_arm64.deb"", ""filename"": ""pool/main/c/colord/libcolorhug2_1.4.5-3_arm64.deb"", ""package"": ""libcolorhug2"", ""sha256"": ""2108ed8ea982c61806543350d29eecc82591a32a0d0a7479e9b4d8b117c1e938"", ""size"": 44744, ""source"": ""colord"", ""source_version"": ""1.4.5-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/colord/libcolorhug2_1.4.5-3_arm64.deb"", ""version"": ""1.4.5-3""}"
libcom-err2	1.46.2-2	amd64	e2fsprogs	1.46.2-2	libcom-err2	1.46.2-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:fc95d415c35f5b687871f660a5bf66963fd117daa490110499119411e2d6145e"", ""architecture"": ""arm64"", ""download_filename"": ""libcom-err2_1.46.2-2_arm64.deb"", ""filename"": ""pool/main/e/e2fsprogs/libcom-err2_1.46.2-2_arm64.deb"", ""package"": ""libcom-err2"", ""sha256"": ""fc95d415c35f5b687871f660a5bf66963fd117daa490110499119411e2d6145e"", ""size"": 74040, ""source"": ""e2fsprogs"", ""source_version"": ""1.46.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/e/e2fsprogs/libcom-err2_1.46.2-2_arm64.deb"", ""version"": ""1.46.2-2""}"
libcrack2	2.9.6-3.4	amd64	cracklib2	2.9.6-3.4	libcrack2	2.9.6-3.4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:4b1a64a5fbf358dbb66f003dd53b6a121abc30d462059e45832a7b37e33cc69f"", ""architecture"": ""arm64"", ""download_filename"": ""libcrack2_2.9.6-3.4_arm64.deb"", ""filename"": ""pool/main/c/cracklib2/libcrack2_2.9.6-3.4_arm64.deb"", ""package"": ""libcrack2"", ""sha256"": ""4b1a64a5fbf358dbb66f003dd53b6a121abc30d462059e45832a7b37e33cc69f"", ""size"": 55456, ""source"": ""cracklib2"", ""source_version"": ""2.9.6-3.4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cracklib2/libcrack2_2.9.6-3.4_arm64.deb"", ""version"": ""2.9.6-3.4""}"
libcrypt1	1:4.4.18-4	amd64	libxcrypt	1:4.4.18-4	libcrypt1	1:4.4.18-4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:22b586b29e840dabebf0bf227d233376628b87954915d064bc142ae85d1b7979"", ""architecture"": ""arm64"", ""download_filename"": ""libcrypt1_1%3a4.4.18-4_arm64.deb"", ""filename"": ""pool/main/libx/libxcrypt/libcrypt1_4.4.18-4_arm64.deb"", ""package"": ""libcrypt1"", ""sha256"": ""22b586b29e840dabebf0bf227d233376628b87954915d064bc142ae85d1b7979"", ""size"": 89676, ""source"": ""libxcrypt"", ""source_version"": ""1:4.4.18-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libx/libxcrypt/libcrypt1_4.4.18-4_arm64.deb"", ""version"": ""1:4.4.18-4""}"
libcryptsetup12	2:2.3.7-1+deb11u1	amd64	cryptsetup	2:2.3.7-1+deb11u1	libcryptsetup12	2:2.3.7-1+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:01c6b88fa49aa01bb574023de317e750f8b6ef9fc6e0f1b52114fabdd2f8846a"", ""architecture"": ""arm64"", ""download_filename"": ""libcryptsetup12_2%3a2.3.7-1+deb11u1_arm64.deb"", ""filename"": ""pool/main/c/cryptsetup/libcryptsetup12_2.3.7-1+deb11u1_arm64.deb"", ""package"": ""libcryptsetup12"", ""sha256"": ""01c6b88fa49aa01bb574023de317e750f8b6ef9fc6e0f1b52114fabdd2f8846a"", ""size"": 230348, ""source"": ""cryptsetup"", ""source_version"": ""2:2.3.7-1+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cryptsetup/libcryptsetup12_2.3.7-1%2bdeb11u1_arm64.deb"", ""version"": ""2:2.3.7-1+deb11u1""}"
libctf-nobfd0	2.35.2-2	amd64	binutils	2.35.2-2	libctf-nobfd0	2.35.2-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:c5e96863d481de39e224fa9269e2e5716faf9e583f8fa93723dabd55b028b319"", ""architecture"": ""arm64"", ""download_filename"": ""libctf-nobfd0_2.35.2-2_arm64.deb"", ""filename"": ""pool/main/b/binutils/libctf-nobfd0_2.35.2-2_arm64.deb"", ""package"": ""libctf-nobfd0"", ""sha256"": ""c5e96863d481de39e224fa9269e2e5716faf9e583f8fa93723dabd55b028b319"", ""size"": 108248, ""source"": ""binutils"", ""source_version"": ""2.35.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/binutils/libctf-nobfd0_2.35.2-2_arm64.deb"", ""version"": ""2.35.2-2""}"
libctf0	2.35.2-2	amd64	binutils	2.35.2-2	libctf0	2.35.2-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9f0b5320bde7069030d9dcded5cdc395c77fd2b8478cf8ccfcaf2d1bbe145105"", ""architecture"": ""arm64"", ""download_filename"": ""libctf0_2.35.2-2_arm64.deb"", ""filename"": ""pool/main/b/binutils/libctf0_2.35.2-2_arm64.deb"", ""package"": ""libctf0"", ""sha256"": ""9f0b5320bde7069030d9dcded5cdc395c77fd2b8478cf8ccfcaf2d1bbe145105"", ""size"": 51016, ""source"": ""binutils"", ""source_version"": ""2.35.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/binutils/libctf0_2.35.2-2_arm64.deb"", ""version"": ""2.35.2-2""}"
libcue2	2.2.1-3	amd64	libcue	2.2.1-3	libcue2	2.2.1-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:8df5f36839d25e1b69eb455e0e62bdcb722d89922565b725ed7adabbd109324a"", ""architecture"": ""arm64"", ""download_filename"": ""libcue2_2.2.1-3_arm64.deb"", ""filename"": ""pool/main/libc/libcue/libcue2_2.2.1-3_arm64.deb"", ""package"": ""libcue2"", ""sha256"": ""8df5f36839d25e1b69eb455e0e62bdcb722d89922565b725ed7adabbd109324a"", ""size"": 21388, ""source"": ""libcue"", ""source_version"": ""2.2.1-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libc/libcue/libcue2_2.2.1-3_arm64.deb"", ""version"": ""2.2.1-3""}"
libcups2	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	libcups2	2.3.3op2-3+deb11u2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:2cc0cc8b35bb52b9fd6c3184d6161676d8f26e989a45d7d346edd942084471f6"", ""architecture"": ""arm64"", ""download_filename"": ""libcups2_2.3.3op2-3+deb11u2_arm64.deb"", ""filename"": ""pool/main/c/cups/libcups2_2.3.3op2-3+deb11u2_arm64.deb"", ""package"": ""libcups2"", ""sha256"": ""2cc0cc8b35bb52b9fd6c3184d6161676d8f26e989a45d7d346edd942084471f6"", ""size"": 334552, ""source"": ""cups"", ""source_version"": ""2.3.3op2-3+deb11u2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cups/libcups2_2.3.3op2-3%2bdeb11u2_arm64.deb"", ""version"": ""2.3.3op2-3+deb11u2""}"
libcupsfilters1	1.28.7-1+deb11u2	amd64	cups-filters	1.28.7-1+deb11u2	libcupsfilters1	1.28.7-1+deb11u2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:fad988747ced77a99b72de82d28ec5c7576635de1b1bbb2ca54fa54e53b09889"", ""architecture"": ""arm64"", ""download_filename"": ""libcupsfilters1_1.28.7-1+deb11u2_arm64.deb"", ""filename"": ""pool/updates/main/c/cups-filters/libcupsfilters1_1.28.7-1+deb11u2_arm64.deb"", ""package"": ""libcupsfilters1"", ""sha256"": ""fad988747ced77a99b72de82d28ec5c7576635de1b1bbb2ca54fa54e53b09889"", ""size"": 137072, ""source"": ""cups-filters"", ""source_version"": ""1.28.7-1+deb11u2"", ""url"": ""https://snapshot.debian.org/archive/debian-security/20230730T235959Z/pool/updates/main/c/cups-filters/libcupsfilters1_1.28.7-1%2bdeb11u2_arm64.deb"", ""version"": ""1.28.7-1+deb11u2""}"
libcupsimage2	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	libcupsimage2	2.3.3op2-3+deb11u2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:09e0174e09ba1c0e7f33a061b310c53b27d4d56642c43a52dfdd0c783a438679"", ""architecture"": ""arm64"", ""download_filename"": ""libcupsimage2_2.3.3op2-3+deb11u2_arm64.deb"", ""filename"": ""pool/main/c/cups/libcupsimage2_2.3.3op2-3+deb11u2_arm64.deb"", ""package"": ""libcupsimage2"", ""sha256"": ""09e0174e09ba1c0e7f33a061b310c53b27d4d56642c43a52dfdd0c783a438679"", ""size"": 124400, ""source"": ""cups"", ""source_version"": ""2.3.3op2-3+deb11u2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cups/libcupsimage2_2.3.3op2-3%2bdeb11u2_arm64.deb"", ""version"": ""2.3.3op2-3+deb11u2""}"
libcurl3-gnutls	7.74.0-1.3+deb11u7	amd64	curl	7.74.0-1.3+deb11u7	libcurl3-gnutls	7.74.0-1.3+deb11u7	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:70f488ceac3d541c6ccedb57f3806221d2cd593a2fbd4ffd8ceb56a8588accbd"", ""architecture"": ""arm64"", ""download_filename"": ""libcurl3-gnutls_7.74.0-1.3+deb11u7_arm64.deb"", ""filename"": ""pool/main/c/curl/libcurl3-gnutls_7.74.0-1.3+deb11u7_arm64.deb"", ""package"": ""libcurl3-gnutls"", ""sha256"": ""70f488ceac3d541c6ccedb57f3806221d2cd593a2fbd4ffd8ceb56a8588accbd"", ""size"": 321076, ""source"": ""curl"", ""source_version"": ""7.74.0-1.3+deb11u7"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/curl/libcurl3-gnutls_7.74.0-1.3%2bdeb11u7_arm64.deb"", ""version"": ""7.74.0-1.3+deb11u7""}"
libcurl4	7.74.0-1.3+deb11u7	amd64	curl	7.74.0-1.3+deb11u7	libcurl4	7.74.0-1.3+deb11u7	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:96c1bea7007467221fcda39ad87812a1e4ca316ae0a7526e4ca801efdfa8b067"", ""architecture"": ""arm64"", ""download_filename"": ""libcurl4_7.74.0-1.3+deb11u7_arm64.deb"", ""filename"": ""pool/main/c/curl/libcurl4_7.74.0-1.3+deb11u7_arm64.deb"", ""package"": ""libcurl4"", ""sha256"": ""96c1bea7007467221fcda39ad87812a1e4ca316ae0a7526e4ca801efdfa8b067"", ""size"": 325188, ""source"": ""curl"", ""source_version"": ""7.74.0-1.3+deb11u7"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/curl/libcurl4_7.74.0-1.3%2bdeb11u7_arm64.deb"", ""version"": ""7.74.0-1.3+deb11u7""}"
libcwidget4	0.5.18-5	amd64	cwidget	0.5.18-5	libcwidget4	0.5.18-5	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a0cb6c47d614aca848b702dc2480d6ac9f39ed383b79231c50221e9e90b315f4"", ""architecture"": ""arm64"", ""download_filename"": ""libcwidget4_0.5.18-5_arm64.deb"", ""filename"": ""pool/main/c/cwidget/libcwidget4_0.5.18-5_arm64.deb"", ""package"": ""libcwidget4"", ""sha256"": ""a0cb6c47d614aca848b702dc2480d6ac9f39ed383b79231c50221e9e90b315f4"", ""size"": 280188, ""source"": ""cwidget"", ""source_version"": ""0.5.18-5"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cwidget/libcwidget4_0.5.18-5_arm64.deb"", ""version"": ""0.5.18-5""}"
libdatrie1	0.2.13-1	amd64	libdatrie	0.2.13-1	libdatrie1	0.2.13-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:e2953eec7abf0addebb53d6690a5b52b0e8429492328636e495ce016d819c4c7"", ""architecture"": ""arm64"", ""download_filename"": ""libdatrie1_0.2.13-1_arm64.deb"", ""filename"": ""pool/main/libd/libdatrie/libdatrie1_0.2.13-1_arm64.deb"", ""package"": ""libdatrie1"", ""sha256"": ""e2953eec7abf0addebb53d6690a5b52b0e8429492328636e495ce016d819c4c7"", ""size"": 42100, ""source"": ""libdatrie"", ""source_version"": ""0.2.13-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libd/libdatrie/libdatrie1_0.2.13-1_arm64.deb"", ""version"": ""0.2.13-1""}"
libdav1d4	0.7.1-3	amd64	dav1d	0.7.1-3	libdav1d4	0.7.1-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:4ec26df2faceb35a9d0d821e4ad4a15ff899b07dea83263ccd51d38c57d8c760"", ""architecture"": ""arm64"", ""download_filename"": ""libdav1d4_0.7.1-3_arm64.deb"", ""filename"": ""pool/main/d/dav1d/libdav1d4_0.7.1-3_arm64.deb"", ""package"": ""libdav1d4"", ""sha256"": ""4ec26df2faceb35a9d0d821e4ad4a15ff899b07dea83263ccd51d38c57d8c760"", ""size"": 255860, ""source"": ""dav1d"", ""source_version"": ""0.7.1-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/d/dav1d/libdav1d4_0.7.1-3_arm64.deb"", ""version"": ""0.7.1-3""}"
libdb5.3	5.3.28+dfsg1-0.8	amd64	db5.3	5.3.28+dfsg1-0.8	libdb5.3	5.3.28+dfsg1-0.8	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:cf9aa3eae9cfc4c84f93e32f3d11e2707146e4d9707712909e3c61530b50353e"", ""architecture"": ""arm64"", ""download_filename"": ""libdb5.3_5.3.28+dfsg1-0.8_arm64.deb"", ""filename"": ""pool/main/d/db5.3/libdb5.3_5.3.28+dfsg1-0.8_arm64.deb"", ""package"": ""libdb5.3"", ""sha256"": ""cf9aa3eae9cfc4c84f93e32f3d11e2707146e4d9707712909e3c61530b50353e"", ""size"": 621600, ""source"": ""db5.3"", ""source_version"": ""5.3.28+dfsg1-0.8"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/d/db5.3/libdb5.3_5.3.28%2bdfsg1-0.8_arm64.deb"", ""version"": ""5.3.28+dfsg1-0.8""}"
libdbus-1-3	1.12.24-0+deb11u1	amd64	dbus	1.12.24-0+deb11u1	libdbus-1-3	1.12.24-0+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:adfe6e1cb49a6716967d20117220a597d2b53ae58056f869bbacfc51ed6f0ba2"", ""architecture"": ""arm64"", ""download_filename"": ""libdbus-1-3_1.12.24-0+deb11u1_arm64.deb"", ""filename"": ""pool/main/d/dbus/libdbus-1-3_1.12.24-0+deb11u1_arm64.deb"", ""package"": ""libdbus-1-3"", ""sha256"": ""adfe6e1cb49a6716967d20117220a597d2b53ae58056f869bbacfc51ed6f0ba2"", ""size"": 212212, ""source"": ""dbus"", ""source_version"": ""1.12.24-0+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/d/dbus/libdbus-1-3_1.12.24-0%2bdeb11u1_arm64.deb"", ""version"": ""1.12.24-0+deb11u1""}"
